item_id,jurisdiction,category,status,deadline_or_availability,source_url,application_path,guardrail_fit,evidence_note
RERC-FND-2026-HSIP-OKLAHOMA,Oklahoma,Roadway Safety,Current public application path uncertain,No verified current deadline,https://oklahoma.gov/odot/programs-and-projects/programs/transportation-programs/shsp.html,Projects enter through ODOT and MPO planning channels,Conditional,The official safety plan is not an application page. Guardrail fit: Conditional.
RERC-FND-2026-HSIP-OREGON,Oregon,Roadway Safety,Active All Roads Transportation Safety program,Program cycles and state programming vary,https://www.oregon.gov/odot/Engineering/Pages/Highway-Safety.aspx,State and local public-road projects enter through ODOT's all-roads safety process,Conditional,Guardrail must be supported by crash or risk analysis. Guardrail fit: Yes - conditional.
RERC-FND-2026-HSIP-PENNSYLVANIA,Pennsylvania,Roadway Safety,Active; approximately $132 million annually,Annual and continuous regional programming,https://www.pa.gov/agencies/penndot/about-penndot/strategic-planning-and-operations/safety-infrastructure-improvement-programs,Projects originate through PennDOT districts and MPO/RPO planning partners,Conditional,PennDOT specifically funds cable median barriers and other roadway-departure countermeasures. Guardrail fit: Yes.
RERC-FND-2026-HSIP-PUERTO-RICO,Puerto Rico,Roadway Safety,Ongoing federally aided safety programming,Continuous STIP programming,https://act.dtop.pr.gov/oficinas/ingenieria-de-transito/plan-estrategico-de-seguridad-vial,PRHTA programs islandwide safety projects through the STIP,Conditional,"This is state-programmed funding, not a direct public grant. Guardrail fit: Yes - conditional."
RERC-FND-2026-HSIP-RHODE-ISLAND,Rhode Island,Roadway Safety,Active state program,Ongoing programming,https://www.dot.ri.gov/safety/reports/docs/Highway_Safety_Improvement_Program.pdf,RIDOT identifies and programs projects; local governments coordinate with the Office of Safety,Conditional,The current report expressly lists guardrail among safety countermeasures. Guardrail fit: Yes.
RERC-FND-2026-HSIP-SOUTH-CAROLINA,South Carolina,Roadway Safety,Active state program; current local intake uncertain,No verified current local deadline,https://www.scdot.org/content/dam/scdot-legacy/business/pdf/roadway/2017_SCDOT_Roadway_Design_Manual.pdf,Projects are developed through SCDOT Traffic Engineering,Conditional,"The official manual includes obsolete guardrail and bridge-rail work, but the application route is uncertain. Guardrail fit: Yes."
RERC-FND-2026-HSIP-TENNESSEE,Tennessee,Roadway Safety,Program available to local governments,Current solicitation timing not stated,https://www.tn.gov/content/dam/tn/tdot/programdevelopment/LGG_Manual.pdf,Local governments coordinate through TDOT Local Programs and planning channels,Conditional,TDOT guidance says qualifying guardrail installation may receive 100% federal funding. Guardrail fit: Yes.
RERC-FND-2026-HSIP-TEXAS,Texas,Roadway Safety,2026 call complete,2027 call planned but not issued,https://www.txdot.gov/about/programs/highway-safety-engineering.html,"TxDOT districts, MPOs, and local governments submit during the annual call",Conditional,"TxDOT identifies barriers, fixed-object treatment, and off-system improvements as uses. Guardrail fit: Yes."
RERC-FND-2026-HSIP-UTAH,Utah,Roadway Safety,Active all-public-roads program,Continuous programming,https://connect.udot.utah.gov/docs/highway-safety-improvement-program-manual/,Local and Tribal road agencies coordinate through UDOT's HSIP process,Conditional,UDOT materials include barrier and guardrail safety work. Guardrail fit: Yes.
RERC-FND-2026-HSIP-VERMONT,Vermont,Roadway Safety,Ongoing state program,Continuous programming,https://vtrans.vermont.gov/highway,Municipalities coordinate through VTrans Municipal Assistance and safety staff,Conditional,Official materials support all-public-road safety work but do not show a direct open call. Guardrail fit: Yes - conditional.
RERC-FND-2026-HSIP-VIRGINIA,Virginia,Roadway Safety,2026 fall intake suspended,No 2026 applications accepted,https://www.vdot.virginia.gov/doing-business/technical-guidance-and-support/traffic-operations/vhsip/,Localities normally submit through the SMART Portal during the annual intake,Conditional,The 2026 intake is closed by policy. Guardrail fit: Yes - conditional.
RERC-FND-2026-HSIP-WASHINGTON,Washington,Roadway Safety,County and city cycles closed,City cycle closed 2026-03-06; monitor future calls,https://wsdot.wa.gov/business-wsdot/support-local-programs/funding-programs/highway-safety-improvement-program,Eligible counties and cities use WSDOT Local Programs calls,Conditional,WSDOT programs guardrail work when safety criteria are met. Guardrail fit: Yes.
RERC-FND-2026-HSIP-WEST-VIRGINIA,West Virginia,Roadway Safety,Active state-managed program,Continuous internal programming,https://transportation.wv.gov/traffic-engineering-division,WVDOT districts identify projects through crash and risk data,Conditional,The official STIP includes districtwide HSIP guardrail upgrades. Guardrail fit: Yes.
RERC-FND-2026-HSIP-WYOMING,Wyoming,Roadway Safety,Active FY2026 program,Continuous state programming,https://www.dot.state.wy.us/home/dot_safety/safety-management-system.html,WYDOT programs projects through its HSIP implementation plan,Conditional,The FY2026 plan expressly includes guardrail upgrades. Guardrail fit: Yes.
RERC-FND-2026-HMA-OHIO,Ohio,Disaster Resilience,Official preapplication is stale,No verified 2026 deadline,https://dam.assets.ohio.gov/image/upload/ema.ohio.gov/mip/links/HMA-Pre-Application.pdf,Governmental subapplicants submit an Ohio EMA preapplication; selected projects advance to FEMA,Natural-hazard nexus required,"Requires technical feasibility, benefit-cost support, engineering evidence, and an identified local match. Transportation work must have a documented natural-hazard mitigation purpose."
RERC-FND-2026-HSIP-OHIO,Ohio,Roadway Safety,Recurring cycle,Next published deadline 2026-08-31; district coordination is requested six to eight weeks earlier,https://dam.assets.ohio.gov/image/upload/transportation.ohio.gov/local-programs/ODOT-Pocket-Resource-Guide-Fall-2025-11-4-25-Web.pdf,Local governments and public-road sponsors coordinate through an ODOT District Safety Review Team,Conditional,Any public road may qualify; qualifying guardrail construction may receive a 100% federal share. Guardrail fit: Yes.
RERC-FND-2026-HMA-MICHIGAN,Michigan,Disaster Resilience,FY2025 BRIC round closed,NOI closed 2026-04-29; state application closed 2026-07-08; federal deadline was 2026-07-23,https://www.michigan.gov/msp/-/media/Project/Websites/msp/EMHSD/grants2/Informational-Bulletin---26-01-HMA-BRIC-FY25-Requests-for-NOIs.pdf,"State agencies, Tribal Nations, and local governments submitted notices of intent and invited applications through FEMA GO",Natural-hazard nexus required,"Projects required an approved mitigation plan, measurable natural-hazard risk reduction, and cost effectiveness. Transportation work must have a documented natural-hazard mitigation purpose."
RERC-FND-2026-HSIP-MICHIGAN,Michigan,Roadway Safety,FY2028 solicitation closed,Annual; exact deadline is not displayed on the current landing page,https://www.michigan.gov/mdot/business/local-government/local-agency-program/special-funding-program,Local road agencies apply through MDOT Local Agency Programs,Conditional,The current eligibility materials address guardrail standards for local public-road projects. Guardrail fit: Yes.
RERC-FND-2026-HMA-INDIANA,Indiana,Disaster Resilience,BRIC and HMGP rounds closed or disaster-dependent,Next deadline not posted,https://www.in.gov/dhs/emergency-management-and-preparedness/mitigation-and-recovery/,Communities submit an IDHS preapplication; approved subapplicants develop FEMA GO applications,Natural-hazard nexus required,The community must participate in an approved county mitigation plan and address documented natural-hazard risk. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-INDIANA,Indiana,Roadway Safety,Standing program; current NOFA date not displayed,Controlled by the current INDOT NOFA,https://www.in.gov/indot/doing-business-with-indot/local-public-agency-programs/federal-grant-opportunities/,Local public agencies apply through INDOT's NOFA process and coordinate with an MPO where applicable,Conditional,"INDOT guidance expressly lists new guardrails, barriers, and crash attenuators. Guardrail fit: Yes."
RERC-FND-2026-HMA-ILLINOIS,Illinois,Disaster Resilience,Official portal appears stale,HMGP is disaster-dependent; no current BRIC or FMA deadline verified,https://iemaohs.illinois.gov/recovery/mitigation/mitigationprograms.html,State and local governments and eligible private nonprofits apply through IEMA-OHS,Natural-hazard nexus required,Do not treat older cycle material as a current open call. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-ILLINOIS,Illinois,Roadway Safety,FY2028 solicitation closed,Closed 2026-08-14,https://idot.illinois.gov/programs-and-projects/safety-programs/highway-safety/highway-safety-improvement-program.html,"Counties, municipalities, townships, and other local public agencies submit through IDOT",Conditional,Applications require crash data and benefit-cost support; systematic local guardrail projects have been funded. Guardrail fit: Yes.
RERC-FND-2026-HMA-WISCONSIN,Wisconsin,Disaster Resilience,No current HMA opportunity posted,HMGP remains disaster-dependent; monitor WEM,https://wem.wi.gov/tag/mitigation-grants/,State and local governments and Tribal Nations submit through WEM,Natural-hazard nexus required,"Approved-plan, benefit-cost, and environmental requirements apply. Transportation work must have a documented natural-hazard mitigation purpose."
RERC-FND-2026-HSIP-WISCONSIN,Wisconsin,Roadway Safety,August 2026 cycle closed,Standard cycle closed 2026-08-15; mid-cycle deadline was 2026-02-15,https://wisconsindot.gov/pages/doing-bus/local-gov/astnce-pgms/highway/hsip.aspx,Local public agencies and regional safety partners submit to a WisDOT regional coordinator,Conditional,"All public roads are eligible, but projects must respond to documented crash or systemic risk. Guardrail fit: Conditional."
RERC-FND-2026-HMA-MINNESOTA,Minnesota,Disaster Resilience,Standing notice-of-interest intake,Exact current award-cycle deadline not shown,https://dps.mn.gov/divisions/hsem/programs/hazard-mitigation/current-funding-opportunities,Subapplicants register in EM Grants Pro and submit a program-specific notice of interest,Natural-hazard nexus required,A notice of interest is not an application or funding guarantee. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-MINNESOTA,Minnesota,Roadway Safety,2027-2030 solicitation closed,Closed 2025-11-26; no newer solicitation posted,https://www.dot.state.mn.us/stateaid/trafficsafety.html,City and county transportation agencies apply through MnDOT; MPO support is required within MPO boundaries,Conditional,Guardrail may fit documented roadway-departure risk but is not automatically eligible. Guardrail fit: Conditional.
RERC-FND-2026-HMA-IOWA,Iowa,Disaster Resilience,Standing notice-of-interest portal,Annual and disaster-specific; current deadline uncertain,https://homelandsecurity.iowa.gov/grants/hazard-mitigation-assistance-hma-grant-programs,Local jurisdictions submit through EMGrantsPro and may be invited to complete an application,Natural-hazard nexus required,HSEM selects and prioritizes local subapplications. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-IOWA,Iowa,Roadway Safety,Annual rule posted; future authorization should be confirmed,Normally November 15; confirm FY2028 continuation,https://iowadot.gov/consultants-contractors/traffic-safety/traffic-safety-resource-guide/local-highway-safety-improvement-program-hsip-local,Cities and counties submit an HSIP-Local application; joint regional projects are allowed,Conditional,Guardrail is expressly listed as a common systemic project. Guardrail fit: Yes.
RERC-FND-2026-HMA-MISSOURI,Missouri,Disaster Resilience,Standing notice-of-interest process,FMA notices may be accepted anytime and retained for two years; federal cycles still control,https://sema.dps.mo.gov/programs/mitigation_management.php,Eligible public entities submit an NOI to SEMA; selected applicants develop FEMA GO applications,Natural-hazard nexus required,A notice of interest is not an award guarantee. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-MISSOURI,Missouri,Roadway Safety,Annual district programming,Typical identification occurs in summer and fall; no direct statewide call found,https://epg.modot.org/index.php?title=907.1_Safety_Program_Guidelines,Local owners work through MoDOT districts and regional planning partners,Conditional,Local-road safety benefits must compare favorably with other project alternatives. Guardrail fit: Conditional.
RERC-FND-2026-HMA-NORTH-DAKOTA,North Dakota,Disaster Resilience,Disaster-triggered; no open cycle stated,The state sets declaration-specific deadlines,https://www.des.nd.gov/recovery-mitigation/faq-hazard-mitigation,"State, local, and Tribal governments coordinate through NDDES",Natural-hazard nexus required,"The current official FAQ confirms HMGP eligibility, the local-government application route, and declaration-specific timing. Transportation work must have a documented natural-hazard mitigation purpose."
RERC-FND-2026-HSIP-NORTH-DAKOTA,North Dakota,Roadway Safety,Annual solicitation,Application form revised 2026-04-15; exact closing date not found,https://www.dot.nd.gov/construction-and-planning/grant-and-funding-programs/state-funding-programs-0,"Counties, cities, and Tribal governments respond to the annual NDDOT solicitation",Conditional,The current page confirms applicants and an annual process; guardrail eligibility remains project-specific. Guardrail fit: Conditional.
RERC-FND-2026-HMA-SOUTH-DAKOTA,South Dakota,Disaster Resilience,HMGP disaster-dependent and FMA annual,FMA is typically due near the beginning of December; confirm the current HMA guide,https://www.sd.gov/cs?id=kb_article_view&sys_kb_id=6bf29f251b82aa50df4edb1de54bcb14,"State, local, and Tribal governments and eligible nonprofits develop applications with SD OEM",Natural-hazard nexus required,Individuals and businesses do not apply directly. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-SOUTH-DAKOTA,South Dakota,Roadway Safety,Ongoing project-identification program,No fixed application deadline identified,https://dot.sd.gov/transportation/highways/highway-safety,"SDDOT works with cities, counties, Tribes, and other local entities to identify projects",Conditional,The page does not present an open competitive grant application. Guardrail fit: Conditional.
RERC-FND-2026-HMA-NEBRASKA,Nebraska,Disaster Resilience,FY2024/25 BRIC round closed despite stale open label,NOI closed 2026-05-01; federal deadline was 2026-07-23,https://nema.nebraska.gov/hazard-mitigation-assistance-grants.php,"State, local, and Tribal governments submit a NEMA HMA notice of intent",Natural-hazard nexus required,Treat the page's open label as stale as of 2026-08-17. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-NEBRASKA,Nebraska,Roadway Safety,Annual cycle closed,January 31 annually,https://dot.nebraska.gov/business-center/local-public-assistance/projects/programs/hsip/,Local public agencies email an application package to NDOT Local Assistance and Highway Safety,Conditional,Nebraska has used HSIP for local cable-guardrail replacement. Guardrail fit: Yes.
RERC-FND-2026-HMA-KANSAS,Kansas,Disaster Resilience,Limited BRIC notice-of-interest opportunity; allocation uncertain,No fixed date; availability ends when the allocation is committed,https://www.kansastag.gov/535/Hazard-Mitigation-Assistance,Governmental subapplicants submit a KDEM notice of interest,Natural-hazard nexus required,Confirm remaining allocation with KDEM before treating the opportunity as available. Transportation work must have a documented natural-hazard mitigation purpose.
RERC-FND-2026-HSIP-KANSAS,Kansas,Roadway Safety,Annual program; solicitation dates vary,Application accompanies the current solicitation memo,https://www.ksdot.gov/programs/safety-programs/highway-safety-improvement-program-high-risk-rural-roads-program,Counties and Tribes apply when KDOT issues a solicitation,Conditional,"KDOT expressly lists roadside barriers, including guardrails and culvert headwalls. Guardrail fit: Yes."
